#DatabaseID	DiseaseName
ORPHA_91495	Persistent hyperplastic primary vitreous
ORPHA_1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome
ORPHA_2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome
ORPHA_1006	Alopecia antibody deficiency
ORPHA_2337	Non-epidermolytic palmoplantar keratoderma
ORPHA_314473	Ovarian fibroma
ORPHA_363400	Severe neurodegenerative syndrome with lipodystrophy
ORPHA_90160	Pressure-induced localized lipoatrophy
ORPHA_325124	Testicular agenesis
ORPHA_2325	Epidermolysis bullosa simplex with anodontia/hypodontia
ORPHA_90158	Idiopathic localized lipodystrophy
ORPHA_90159	Panniculitis-induced localized lipodystrophy
ORPHA_2324	Osteopenia-intellectual disability-sparse hair syndrome
ORPHA_2323	Sanjad-Sakati syndrome
ORPHA_2322	Kabuki syndrome
ORPHA_2321	Jung syndrome
ORPHA_70567	Cholangiocarcinoma
ORPHA_59303	Neonatal ichthyosis-sclerosing cholangitis syndrome
ORPHA_90153	Mandibuloacral dysplasia with type A lipodystrophy
ORPHA_276575	Autosomal dominant hyperinsulinism due to SUR1 deficiency
ORPHA_90154	Mandibuloacral dysplasia with type B lipodystrophy
ORPHA_169079	Cernunnos-XLF deficiency
ORPHA_2328	Kapur-Toriello syndrome
ORPHA_90156	Centrifugal lipodystrophy
ORPHA_90157	Drug-induced localized lipodystrophy
ORPHA_314478	Ovarian fibrothecoma
ORPHA_2326	Kallmann syndrome-heart disease syndrome
ORPHA_276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
ORPHA_363432	Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency
ORPHA_449291	Symptomatic form of fragile X syndrome in female carriers
ORPHA_251915	Papillary tumor of the pineal region
ORPHA_48652	Monosomy 22q13.3
ORPHA_2314	Autosomal dominant hyper-IgE syndrome
ORPHA_2311	Autosomal recessive spondylocostal dysostosis
ORPHA_2310	Absence deformity of leg-cataract syndrome
ORPHA_163746	Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease
ORPHA_2319	Juberg-Hayward syndrome
ORPHA_2318	Joubert syndrome with oculorenal defect
ORPHA_2316	Johnson neuroectodermal syndrome
ORPHA_2315	Johanson-Blizzard syndrome
ORPHA_211017	Spinocerebellar ataxia type 30
ORPHA_50942	Striate palmoplantar keratoderma
ORPHA_50943	Keratolytic winter erythema
ORPHA_251909	Pineoblastoma
ORPHA_50944	Schöpf-Schulz-Passarge syndrome
ORPHA_50945	Blomstrand lethal chondrodysplasia
ORPHA_363429	Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome
ORPHA_251912	Pineocytoma
ORPHA_2302	Asbestos intoxication
ORPHA_2301	Congenital short bowel syndrome
ORPHA_2300	Multiple intestinal atresia
ORPHA_2309	Pachyonychia congenita
ORPHA_2308	Jacobsen syndrome
ORPHA_2307	IVIC syndrome
ORPHA_2306	Isotretinoin-like syndrome
ORPHA_2305	Isotretinoin syndrome
ORPHA_293939	Distal Xq28 microduplication syndrome
ORPHA_70592	Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency
ORPHA_70593	Immunodeficiency due to selective anti-polysaccharide antibody deficiency
ORPHA_352723	Attenuated Chédiak-Higashi syndrome
ORPHA_70594	Dopa-responsive dystonia due to sepiapterin reductase deficiency
ORPHA_70595	Sensory ataxic neuropathy-dysarthria-ophthalmoparesis syndrome
ORPHA_280633	Multiple congenital anomalies-hypotonia-seizures syndrome
ORPHA_98914	Presynaptic congenital myasthenic syndromes
ORPHA_98915	Synaptic congenital myasthenic syndromes
ORPHA_98916	Acute inflammatory demyelinating polyradiculoneuropathy
ORPHA_98911	Distal myotilinopathy
ORPHA_98912	Late-onset distal myopathy, Markesbery-Griggs type
ORPHA_98913	Postsynaptic congenital myasthenic syndromes
ORPHA_466688	Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome
ORPHA_86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type
ORPHA_98907	Neutral lipid storage disease with ichthyosis
ORPHA_98908	Neutral lipid storage myopathy
ORPHA_98909	Desminopathy
ORPHA_70578	Adult acute respiratory distress syndrome
ORPHA_98905	Congenital multicore myopathy with external ophthalmoplegia
ORPHA_293964	Hypoinsulinemic hypoglycemia and body hemihypertrophy
ORPHA_411527	Central retinal vein occlusion
ORPHA_59315	Rhombencephalosynapsis
ORPHA_98902	Amish nemaline myopathy
ORPHA_90186	Meige disease
ORPHA_466677	Scorpion envenomation
ORPHA_86918	Diffuse palmoplantar keratoderma-acrocyanosis syndrome
ORPHA_280651	Acrodysostosis with multiple hormone resistance
ORPHA_86919	Keratosis palmaris et plantaris-clinodactyly syndrome
ORPHA_70591	Chronic thromboembolic pulmonary hypertension
ORPHA_397612	Macrocephaly-developmental delay syndrome
ORPHA_169095	Severe combined immunodeficiency due to FOXN1 deficiency
ORPHA_169090	Combined immunodeficiency due to CRAC channel dysfunction
ORPHA_293948	1p21.3 microdeletion syndrome
ORPHA_48686	Primary effusion lymphoma
ORPHA_1896	EEC syndrome
ORPHA_1895	Edinburgh malformation syndrome
ORPHA_1892	Ectrodactyly-polydactyly syndrome
ORPHA_70589	Bronchopulmonary dysplasia
ORPHA_1891	Intellectual disability-spasticity-ectrodactyly syndrome
ORPHA_411511	Angelman syndrome due to a point mutation
ORPHA_182050	MYH9-related disease
ORPHA_411515	Angelman syndrome due to imprinting defect in 15q11-q13
ORPHA_70587	Infant acute respiratory distress syndrome
ORPHA_70588	Meconium aspiration syndrome
ORPHA_1899	Arthrochalasia Ehlers-Danlos syndrome
ORPHA_352731	Oculocutaneous albinism type 1
ORPHA_1897	EEM syndrome
ORPHA_506353	Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction
ORPHA_98293	Hodgkin lymphoma
ORPHA_506358	Gabriele-de Vries syndrome
ORPHA_293978	Deficiency in anterior pituitary function-variable immunodeficiency syndrome
ORPHA_98292	Mastocytosis
ORPHA_90324	Cockayne syndrome type 3
ORPHA_293987	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome
ORPHA_436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome
ORPHA_90321	Cockayne syndrome type 1
ORPHA_90322	Cockayne syndrome type 2
ORPHA_454836	Avian influenza
ORPHA_453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation
ORPHA_56425	Cold agglutinin disease
ORPHA_397715	Joubert syndrome with Jeune asphyxiating thoracic dystrophy
ORPHA_309162	Sandhoff disease, juvenile form
ORPHA_293967	Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome
ORPHA_309169	Sandhoff disease, adult form
ORPHA_69744	Circumscribed palmoplantar hypokeratosis
ORPHA_1995	Cleft lip-retinopathy syndrome
ORPHA_69736	Bilateral acute depigmentation of the iris
ORPHA_1993	Pai syndrome
ORPHA_436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
ORPHA_69735	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome
ORPHA_1991	Cleft lip with or without cleft palate
ORPHA_436141	Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
ORPHA_31112	Dermatofibrosarcoma protuberans
ORPHA_397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome
ORPHA_1997	Blepharo-cheilo-odontic syndrome
ORPHA_210571	Dystonia 16
ORPHA_309155	Sandhoff disease, infantile form
ORPHA_90301	Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
ORPHA_43116	Serotonin syndrome
ORPHA_1980	Bilateral striopallidodentate calcinosis
ORPHA_436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
ORPHA_90307	Parkes Weber syndrome
ORPHA_90308	Klippel-Trénaunay syndrome
ORPHA_31142	Oral erosive lichen
ORPHA_280679	Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome
ORPHA_53372	Hereditary geniospasm
ORPHA_1988	Femoral-facial syndrome
ORPHA_1986	Gollop-Wolfgang complex
ORPHA_52047	Braddock syndrome
ORPHA_251071	8p23.1 microdeletion syndrome
ORPHA_157801	Mesoaxial synostotic syndactyly with phalangeal reduction
ORPHA_1973	Faciocardiorenal syndrome
ORPHA_1972	Lethal faciocardiomelic dysplasia
ORPHA_1970	Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome
ORPHA_457083	Isolated splenogonadal fusion
ORPHA_442835	Non-specific early-onset epileptic encephalopathy
ORPHA_1979	Lipodystrophy due to peptidic growth factors deficiency
ORPHA_251076	8p23.1 duplication syndrome
ORPHA_52056	Ulnar/fibula ray defect-brachydactyly syndrome
ORPHA_247815	Autosomal recessive ataxia due to PEX10 deficiency
ORPHA_1974	Autosomal recessive faciodigitogenital syndrome
ORPHA_52055	Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome
ORPHA_157835	Paroxysmal hemicrania
ORPHA_439232	AApoAIV amyloidosis
ORPHA_453533	Polyendocrine-polyneuropathy syndrome
ORPHA_1962	Exostoses-anetodermia-brachydactyly type E syndrome
ORPHA_90368	Hypotrichosis simplex of the scalp
ORPHA_189439	Primary pigmented nodular adrenocortical disease
ORPHA_247806	APC-related attenuated familial adenomatous polyposis
ORPHA_1969	Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome
ORPHA_1968	Flat face-microstomia-ear anomaly syndrome
ORPHA_251066	8p11.2 deletion syndrome
ORPHA_79100	Atrophoderma vermiculata
ORPHA_79101	Hyperprolinemia type 2
ORPHA_90362	Primary intestinal lymphangiectasia
ORPHA_79102	Thyrotoxic periodic paralysis
ORPHA_90363	Secondary intestinal lymphangiectasia
ORPHA_1964	Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome
ORPHA_206484	Gonadoblastoma
ORPHA_1949	Benign familial neonatal epilepsy
ORPHA_1951	Epilepsy-telangiectasia syndrome
ORPHA_189427	Cushing syndrome due to macronodular adrenal hyperplasia
ORPHA_48818	Aceruloplasminemia
ORPHA_436182	Microcephalic primordial dwarfism-insulin resistance syndrome
ORPHA_1959	Evans syndrome
ORPHA_100093	Carcinoid syndrome
ORPHA_251056	6q25 microdeletion syndrome
ORPHA_1955	Spinocerebellar ataxia type 34
ORPHA_699	Pearson syndrome
ORPHA_1954	Congenital lethal erythroderma
ORPHA_31150	Tangier disease
ORPHA_90354	Brittle cornea syndrome
ORPHA_1952	Epiphyseal stippling-osteoclastic hyperplasia syndrome
ORPHA_576283	SATB2-associated syndrome due to a pathogenic variant
ORPHA_100086	Gallbladder neuroendocrine tumor
ORPHA_496689	Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
ORPHA_157850	Pantothenate kinase-associated neurodegeneration
ORPHA_454840	NTHL1-related attenuated familial adenomatous polyposis
ORPHA_453510	Congenital insensitivity to pain with severe intellectual disability
ORPHA_169805	Moderate hemophilia A
ORPHA_69745	Warty dyskeratoma
ORPHA_90348	Autosomal dominant cutis laxa
ORPHA_439218	KCNQ2-related epileptic encephalopathy
ORPHA_465508	Symptomatic form of hemochromatosis type 1
ORPHA_90349	Autosomal recessive cutis laxa type 1
ORPHA_169802	Severe hemophilia A
ORPHA_1948	Epilepsy-microcephaly-skeletal dysplasia syndrome
ORPHA_251046	6p22 microdeletion syndrome
ORPHA_100082	Neuroendocrine tumor of anal canal
ORPHA_100083	Laryngeal neuroendocrine tumor
ORPHA_1947	Progressive epilepsy-intellectual disability syndrome, Finnish type
ORPHA_1946	Amelocerebrohypohidrotic syndrome
ORPHA_100084	Middle ear neuroendocrine tumor
ORPHA_90340	Blau syndrome
ORPHA_100085	Primary hepatic neuroendocrine carcinoma
ORPHA_1945	Rolandic epilepsy
ORPHA_90342	Xeroderma pigmentosum variant
ORPHA_100080	Neuroendocrine tumor of the colon
ORPHA_1942	Myoclonic-astatic epilepsy
ORPHA_1941	Juvenile absence epilepsy
ORPHA_100081	Neuroendocrine tumor of the rectum
ORPHA_100079	Neuroendocrine neoplasm of appendix
ORPHA_57777	Cirrhotic cardiomyopathy
ORPHA_100075	Neuroendocrine tumor of stomach
ORPHA_100076	Duodenal neuroendocrine tumor
ORPHA_1929	Rasmussen subacute encephalitis
ORPHA_1928	Congenital lobar emphysema
ORPHA_100077	Jejunal neuroendocrine tumor
ORPHA_1927	Emery-Nelson syndrome
ORPHA_100078	Ileal neuroendocrine tumor
ORPHA_157846	Neuroferritinopathy
ORPHA_231445	Paraparetic variant of Guillain-Barré syndrome
ORPHA_453521	Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency
ORPHA_251038	3q29 microduplication syndrome
ORPHA_1937	Eng-Strom syndrome
ORPHA_57782	Mazabraud syndrome
ORPHA_100073	Neurogenic thoracic outlet syndrome
ORPHA_1935	Early myoclonic encephalopathy
ORPHA_1934	Early infantile epileptic encephalopathy
ORPHA_1933	Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria
ORPHA_1931	Frontal encephalocele
ORPHA_100070	Progressive non-fluent aphasia
ORPHA_1930	Herpes simplex virus encephalitis
ORPHA_673	Malaria
ORPHA_672	Pallister-Hall syndrome
ORPHA_100069	Semantic dementia
ORPHA_675	Annular pancreas
ORPHA_1919	Phenobarbital embryopathy
ORPHA_1918	Fetal minoxidil syndrome
ORPHA_1917	Fetal methylmercury syndrome
ORPHA_1916	Diethylstilbestrol syndrome
ORPHA_324723	ABeta amyloidosis, Arctic type
ORPHA_320365	Autosomal dominant spastic paraplegia type 36
ORPHA_300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
ORPHA_42642	PFAPA syndrome
ORPHA_251028	SATB2-associated syndrome due to a chromosomal rearrangement
ORPHA_320360	MT-ATP6-related mitochondrial spastic paraplegia
ORPHA_353298	Roifman syndrome
ORPHA_1926	Diabetic embryopathy
ORPHA_1923	Methimazole embryofetopathy
ORPHA_666	Osteogenesis imperfecta
ORPHA_75566	Loeffler endocarditis
ORPHA_75567	Primary progressive freezing gait
ORPHA_1920	Toluene embryopathy
ORPHA_668	Osteosarcoma
ORPHA_75564	Acquired idiopathic sideroblastic anemia
ORPHA_445038	3-methylglutaconic aciduria type 7
ORPHA_667	Autosomal recessive malignant osteopetrosis
ORPHA_75565	Tropical endomyocardial fibrosis
ORPHA_662	Yellow nail syndrome
ORPHA_100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema
ORPHA_661	Congenital central hypoventilation syndrome
ORPHA_449400	IgG4-related aortitis
ORPHA_664	Ornithine transcarbamylase deficiency
ORPHA_1909	Indomethacin embryofetopathy
ORPHA_281122	Self-improving collodion baby
ORPHA_663	Mitochondrial DNA-related progressive external ophthalmoplegia
ORPHA_1908	Aminopterin/methotrexate embryofetopathy
ORPHA_281127	Acral self-healing collodion baby
ORPHA_206443	Late-infantile/juvenile Krabbe disease
ORPHA_660	Omphalocele
ORPHA_1906	Fetal valproate spectrum disorder
ORPHA_353281	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion
ORPHA_261295	20p12.3 microdeletion syndrome
ORPHA_324713	ABeta amyloidosis, Italian type
ORPHA_66631	CEDNIK syndrome
ORPHA_66630	Congenital pseudoarthrosis of the clavicle
ORPHA_320355	Autosomal dominant spastic paraplegia type 41
ORPHA_261290	Trisomy 17p
ORPHA_251019	2q32q33 microdeletion syndrome
ORPHA_66624	PANDAS
ORPHA_66625	Cerebrooculonasal syndrome
ORPHA_353284	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency
ORPHA_66628	Obesity due to congenital leptin deficiency
ORPHA_168549	Axial spondylometaphyseal dysplasia
ORPHA_251014	2q31.1 microdeletion syndrome
ORPHA_66627	Tenosynovial giant cell tumor
ORPHA_1915	Fetal alcohol syndrome
ORPHA_659	Mutilating palmoplantar keratoderma with periorificial keratotic plaques
ORPHA_206448	Adult Krabbe disease
ORPHA_1914	Vitamin K antagonist embryofetopathy
ORPHA_66629	Goldberg-Shprintzen megacolon syndrome
ORPHA_100050	Hereditary angioedema type 1
ORPHA_1913	Fetal trimethadione syndrome
ORPHA_1912	Fetal hydantoin syndrome
ORPHA_1911	Cocaine embryofetopathy
ORPHA_655	Nephronophthisis
ORPHA_654	Nephroblastoma
ORPHA_1910	Fetal iodine syndrome
ORPHA_656	Genetic steroid-resistant nephrotic syndrome
ORPHA_496641	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
ORPHA_324703	ABetaL34V amyloidosis
ORPHA_324708	ABeta amyloidosis, Iowa type
ORPHA_251009	Maternal uniparental disomy of chromosome 1
ORPHA_42665	Tietz syndrome
ORPHA_398189	Focal facial dermal dysplasia type IV
ORPHA_251004	Paternal uniparental disomy of chromosome 1
ORPHA_1901	Dermatosparaxis Ehlers-Danlos syndrome
ORPHA_1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency
ORPHA_95159	Hepatoerythropoietic porphyria
ORPHA_28378	Tyrosinemia type 2
ORPHA_684	Paramyotonia congenita of Von Eulenburg
ORPHA_75563	X-linked sideroblastic anemia
ORPHA_683	Progressive supranuclear palsy
ORPHA_424107	Congenital myopathy with myasthenic-like onset
ORPHA_682	Hyperkalemic periodic paralysis
ORPHA_261279	17q23.1q23.2 microdeletion syndrome
ORPHA_681	Hypokalemic periodic paralysis
ORPHA_231401	Alpha-thalassemia-myelodysplastic syndrome
ORPHA_261272	17q12 microduplication syndrome
ORPHA_398173	Focal facial dermal dysplasia type II
ORPHA_677	Pancreatoblastoma
ORPHA_676	Hereditary chronic pancreatitis
ORPHA_679	Malignant atrophic papulosis
ORPHA_678	Papillon-Lefèvre syndrome
ORPHA_100024	Mu-heavy chain disease
ORPHA_100025	Alpha-heavy chain disease
ORPHA_631	Non-acquired isolated growth hormone deficiency
ORPHA_100026	Gamma-heavy chain disease
ORPHA_449432	IgG4-related submandibular gland disease
ORPHA_261265	17q12 microdeletion syndrome
ORPHA_66661	Mast cell sarcoma
ORPHA_457059	Pseudohypoparathyroidism with Albright hereditary osteodystrophy
ORPHA_457050	Autosomal dominant mitochondrial myopathy with exercise intolerance
ORPHA_216694	Congenitally corrected transposition of the great arteries
ORPHA_353253	Burning mouth syndrome
ORPHA_626	Large congenital melanocytic nevus
ORPHA_168577	Hereditary cryohydrocytosis with reduced stomatin
ORPHA_628	Diastrophic dysplasia
ORPHA_39041	Omenn syndrome
ORPHA_627	Nance-Horan syndrome
ORPHA_622	Homocystinuria without methylmalonic aciduria
ORPHA_168572	Native American myopathy
ORPHA_39044	Uveal melanoma
ORPHA_53351	X-linked dystonia-parkinsonism
ORPHA_621	Hereditary methemoglobinemia
ORPHA_624	Familial multiple nevi flammei
ORPHA_52022	Potocki-Shaffer syndrome
ORPHA_320396	Autosomal recessive spastic paraplegia type 45
ORPHA_261250	16q24.3 microdeletion syndrome
ORPHA_398156	Oculoauriculofrontonasal syndrome
ORPHA_618	Familial melanoma
ORPHA_320391	Autosomal recessive spastic paraplegia type 46
ORPHA_615	Familial atrial myxoma
ORPHA_614	Thomsen and Becker disease
ORPHA_617	Congenital primary megaureter
ORPHA_616	Medulloblastoma
ORPHA_611	Inclusion body myositis
ORPHA_610	Bethlem myopathy
ORPHA_650	LCAT deficiency
ORPHA_653	Multiple endocrine neoplasia type 2
ORPHA_652	Multiple endocrine neoplasia type 1
ORPHA_101330	Porphyria cutanea tarda
ORPHA_320385	Hereditary sensory and autonomic neuropathy due to TECPR2 mutation
ORPHA_261243	16p13.11 microduplication syndrome
ORPHA_100006	ABeta amyloidosis, Dutch type
ORPHA_100008	ACys amyloidosis
ORPHA_66633	Sensorineural hearing loss-early graying-essential tremor syndrome
ORPHA_353277	Rubinstein-Taybi syndrome due to CREBBP mutations
ORPHA_293168	Infantile-onset ascending hereditary spastic paralysis
ORPHA_66634	Dilated cardiomyopathy with ataxia
ORPHA_66637	Diaphanospondylodysostosis
ORPHA_168558	46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency
ORPHA_398147	Persistent idiopathic facial pain
ORPHA_320380	Autosomal recessive spastic paraplegia type 54
ORPHA_648	Noonan syndrome
ORPHA_647	Nijmegen breakage syndrome
ORPHA_168555	Spondylometaphyseal dysplasia, A4 type
ORPHA_206436	Infantile Krabbe disease
ORPHA_649	Norrie disease
ORPHA_644	NARP syndrome
ORPHA_643	Giant axonal neuropathy
ORPHA_646	Niemann-Pick disease type C
ORPHA_640	Hereditary neuropathy with liability to pressure palsies
ORPHA_77301	Monosomy 9q22.3
ORPHA_77300	Auricular abnormalities-cleft lip with or without cleft palate-ocular abnormalities syndrome
ORPHA_642	Hereditary sensory and autonomic neuropathy type 4
ORPHA_324737	SRD5A3-CDG
ORPHA_641	Multifocal motor neuropathy
ORPHA_261236	16p13.11 microdeletion syndrome
ORPHA_445062	Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
ORPHA_320375	Autosomal recessive spastic paraplegia type 55
ORPHA_1094	Anonychia-microcephaly syndrome
ORPHA_309108	Pancreatic colipase deficiency
ORPHA_168569	H syndrome
ORPHA_320370	Autosomal recessive spastic paraplegia type 43
ORPHA_637	Full NF2-related schwannomatosis
ORPHA_636	Neurofibromatosis type 1
ORPHA_639	Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG
ORPHA_638	Neurofibromatosis-Noonan syndrome
ORPHA_633	Laron syndrome
ORPHA_449427	IgG4-related pachymeningitis
ORPHA_635	Neuroblastoma
ORPHA_168563	46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome
ORPHA_634	Netherton syndrome
ORPHA_168491	Late infantile neuronal ceroid lipofuscinosis
ORPHA_289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0
ORPHA_261222	Distal 16p11.2 microdeletion syndrome
ORPHA_435628	Keppen-Lubinsky syndrome
ORPHA_320406	Spastic paraplegia-optic atrophy-neuropathy syndrome
ORPHA_100100	Thymic tumor
ORPHA_284227	TEMPI syndrome
ORPHA_254930	Combined oxidative phosphorylation defect type 7
ORPHA_320401	Autosomal recessive spastic paraplegia type 44
ORPHA_707	Plague
ORPHA_709	Peters plus syndrome
ORPHA_708	Peters anomaly
ORPHA_703	Bullous pemphigoid
ORPHA_93397	Brachydactyly type A7
ORPHA_702	Pelizaeus-Merzbacher disease
ORPHA_705	Pendred syndrome
ORPHA_704	Pemphigus vulgaris
ORPHA_93396	Brachydactyly type A2
ORPHA_701	Alopecia universalis
ORPHA_93399	Juvenile sialidosis type 2
ORPHA_700	Alopecia totalis
ORPHA_93394	Brachydactyly type A4
ORPHA_261211	16p11.2p12.2 microdeletion syndrome
ORPHA_1195	Congenital atransferrinemia
ORPHA_140905	Hyperlipidemia due to hepatic triacylglycerol lipase deficiency
ORPHA_1194	TMEM70-related mitochondrial encephalo-cardio-myopathy
ORPHA_1193	Atkin-Flaitz syndrome
ORPHA_1192	Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
ORPHA_140908	Brachydactyly type B2
ORPHA_1190	Atelosteogenesis type I
ORPHA_276608	Non-insulinoma pancreatogenous hypoglycemia syndrome
ORPHA_79093	Foix-Alajouanine syndrome
ORPHA_79094	Grange syndrome
ORPHA_1199	Esophageal atresia
ORPHA_1198	Colonic atresia
ORPHA_79095	Congenital bile acid synthesis defect type 4
ORPHA_79096	Pyridoxal phosphate-responsive seizures
ORPHA_79097	Folinic acid-responsive seizures
ORPHA_93387	Brachydactyly type E
ORPHA_79099	Interstitial granulomatous dermatitis with arthritis
ORPHA_93384	Brachydactyly type C
ORPHA_93388	Brachydactyly type A1
ORPHA_353327	Congenital myasthenic syndromes with glycosylation defect
ORPHA_261204	16p11.2p12.2 microduplication syndrome
ORPHA_730	Autosomal dominant polycystic kidney disease
ORPHA_92050	Congenital tufting enteropathy
ORPHA_93383	Brachydactyly type B
ORPHA_1184	Ataxia-photosensitivity-short stature syndrome
ORPHA_1183	Opsoclonus-myoclonus syndrome
ORPHA_1182	Spastic ataxia with congenital miosis
ORPHA_1180	Ataxia-hypogonadism-choroidal dystrophy syndrome
ORPHA_140936	Lelis syndrome
ORPHA_140941	Short stature due to primary acid-labile subunit deficiency
ORPHA_1188	Ataxia-deafness-intellectual disability syndrome
ORPHA_729	Polycythemia vera
ORPHA_79083	PPARG-related familial partial lipodystrophy
ORPHA_728	Relapsing polychondritis
ORPHA_79084	Familial partial lipodystrophy, Köbberling type
ORPHA_1187	Lethal ataxia with deafness and optic atrophy
ORPHA_1186	Infantile-onset spinocerebellar ataxia
ORPHA_79085	AKT2-related familial partial lipodystrophy
ORPHA_1185	Spinocerebellar ataxia-dysmorphism syndrome
ORPHA_79086	Acquired generalized lipodystrophy
ORPHA_79087	Acquired partial lipodystrophy
ORPHA_725	Continuous spikes and waves during sleep
ORPHA_724	Idiopathic acute eosinophilic pneumonia
ORPHA_276621	Sporadic pheochromocytoma/secreting paraganglioma
ORPHA_727	Microscopic polyangiitis
ORPHA_726	Alpers-Huttenlocher syndrome
ORPHA_721	Gray platelet syndrome
ORPHA_720	Pili bifurcati
ORPHA_723	Pneumocystosis
ORPHA_722	Hypoplasminogenemia
ORPHA_435638	3p25.3 microdeletion syndrome
ORPHA_1173	Cerebellar ataxia-hypogonadism syndrome
ORPHA_1171	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
ORPHA_1170	Autosomal recessive cerebelloparenchymal disorder type 3
ORPHA_488191	Female infertility due to oocyte meiotic arrest
ORPHA_1179	Benign paroxysmal tonic upgaze of childhood with ataxia
ORPHA_572798	WARS2-related combined oxidative phosphorylation defect
ORPHA_1178	Ataxia-tapetoretinal degeneration syndrome
ORPHA_140933	Linear atrophoderma of Moulin
ORPHA_718	Isolated Pierre Robin syndrome
ORPHA_1177	Early-onset cerebellar ataxia with retained tendon reflexes
ORPHA_1175	X-linked progressive cerebellar ataxia
ORPHA_1174	Cerebellar ataxia-ectodermal dysplasia syndrome
ORPHA_79076	Juvenile polyposis of infancy
ORPHA_713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency
ORPHA_716	Phenylketonuria
ORPHA_79078	IgG4-related dacryoadenitis and sialadenitis
ORPHA_276630	Symptomatic form of Coffin-Lowry syndrome in female carriers
ORPHA_710	Pfeiffer syndrome
ORPHA_168486	Congenital neuronal ceroid lipofuscinosis
ORPHA_2492	FATCO syndrome
ORPHA_1160	Chylous ascites
ORPHA_2491	Müllerian duct anomalies-limb anomalies syndrome
ORPHA_1168	Ataxia-oculomotor apraxia type 1
ORPHA_435660	LIPE-related familial partial lipodystrophy
ORPHA_2499	Metachondromatosis
ORPHA_140966	Palmoplantar keratoderma, Nagashima type
ORPHA_1166	Congenital unilateral hypoplasia of depressor anguli oris
ORPHA_2497	Upper limb mesomelic dysplasia
ORPHA_2496	Mesomelia-synostoses syndrome
ORPHA_1164	Allergic bronchopulmonary aspergillosis
ORPHA_2495	Meningioma
ORPHA_2494	Ménétrier disease
ORPHA_1163	Aspergillosis
ORPHA_1150	Arthrogryposis multiplex congenita-whistling face syndrome
ORPHA_2481	Neurocutaneous melanocytosis
ORPHA_87503	Mal de Meleda
ORPHA_284271	Autosomal recessive cerebellar ataxia-psychomotor delay syndrome
ORPHA_140952	Syndactyly-telecanthus-anogenital and renal malformations syndrome
ORPHA_435651	CIDEC-related familial partial lipodystrophy
ORPHA_1159	Progressive pseudorheumatoid arthropathy of childhood
ORPHA_2489	Upper limb defect-eye and ear abnormalities syndrome
ORPHA_2487	Lower limb malformation-hypospadias syndrome
ORPHA_411696	Proton-pump inhibitor-responsive esophageal eosinophilia
