disease	name	hpo
ORPHA_1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	HP_0000135,HP_0000137,HP_0000298,HP_0000486,HP_0000508,HP_0000518,HP_0001252,HP_0001288,HP_0002808,HP_0002967,HP_0003741,HP_0005692,HP_0006610,HP_0008734
ORPHA_404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	HP_0000028,HP_0000608,HP_0000750,HP_0001159,HP_0001260,HP_0001270,HP_0001285,HP_0001332,HP_0002120,HP_0002200,HP_0002307,HP_0002342,HP_0003396,HP_0007030,HP_0008780,HP_0011506,HP_0012469,HP_0031936
ORPHA_309031	Pancreatic triacylglycerol lipase deficiency	HP_0001738,HP_0001824,HP_0002027,HP_0002570,HP_0003270,HP_0004905,HP_0011892,HP_0012378,HP_0100512,HP_0100513,HP_0000939,HP_0001097,HP_0001510,HP_0001891,HP_0002014,HP_0002748,HP_0002749,HP_0012047,HP_0000707,HP_0000969,HP_0002583
ORPHA_1861	Thoracic dysplasia-hydrocephalus syndrome	HP_0000405,HP_0000457,HP_0000774,HP_0000944,HP_0001249,HP_0001250,HP_0001251,HP_0001252,HP_0001263,HP_0001334,HP_0002878,HP_0004322,HP_0009826
ORPHA_1860	Thanatophoric dysplasia type 1	HP_0000077,HP_0000238,HP_0000256,HP_0000260,HP_0000365,HP_0000520,HP_0000774,HP_0000926,HP_0000944,HP_0000946,HP_0000956,HP_0001156,HP_0001171,HP_0001250,HP_0001252,HP_0001387,HP_0001561,HP_0001582,HP_0001631,HP_0001643,HP_0002007,HP_0002093,HP_0002119,HP_0002187,HP_0002282,HP_0002652,HP_0002676,HP_0002808,HP_0002980,HP_0002983,HP_0003097,HP_0003185,HP_0005280,HP_0006487,HP_0006703,HP_0007392,HP_0008909,HP_0010880,HP_0012368,HP_0100781
ORPHA_1867	Hereditary bullous dystrophy, macular type	HP_0000252,HP_0000953,HP_0001063,HP_0001182,HP_0001256,HP_0001596,HP_0002090,HP_0004322,HP_0005590,HP_0007957,HP_0008066,HP_0008404,HP_0009381,HP_0011361,HP_0000028,HP_0000262,HP_0000518,HP_0001510,HP_0001627,HP_0003241,HP_0008734,HP_0030148,HP_0500262
ORPHA_1865	Dyssegmental dysplasia, Silverman-Handmaker type	HP_0000470,HP_0000774,HP_0001376,HP_0001762,HP_0002879,HP_0002979,HP_0002983,HP_0003026,HP_0003510,HP_0005268,HP_0009826,HP_0012368,HP_0040064,HP_0000028,HP_0000119,HP_0000160,HP_0000175,HP_0000238,HP_0000252,HP_0000347,HP_0000358,HP_0000369,HP_0000431,HP_0000519,HP_0000520,HP_0000773,HP_0000946,HP_0001007,HP_0001059,HP_0001195,HP_0001371,HP_0001627,HP_0001789,HP_0002084,HP_0002089,HP_0002093,HP_0003173,HP_0003175,HP_0005622,HP_0032548,HP_0100759
ORPHA_1852	X-linked retinal dysplasia	HP_0000486,HP_0000505,HP_0000639,HP_0007703,HP_0007973,HP_0008046
ORPHA_91500	Tubulointerstitial nephritis and uveitis syndrome	HP_0001970,HP_0007813,HP_0025466,HP_0032589,HP_0032590,HP_0032637,HP_0001085,HP_0001824,HP_0001945,HP_0002907,HP_0003259,HP_0012122,HP_0012123,HP_0012213,HP_0012378,HP_0012595,HP_0025337,HP_0100586,HP_0200026,HP_0000505,HP_0000518,HP_0000613,HP_0000988,HP_0001895,HP_0001897,HP_0001994,HP_0002027,HP_0002039,HP_0002829,HP_0003237,HP_0003326,HP_0003355,HP_0003565,HP_0004918,HP_0007902,HP_0007906,HP_0008682,HP_0010702,HP_0011227,HP_0011484,HP_0011505,HP_0011506,HP_0012121,HP_0012124,HP_0025188,HP_0030157,HP_0031616,HP_0031851,HP_0040049,HP_0100532,HP_0007703,HP_0007777,HP_0011525
ORPHA_1858	Skeletal dysplasia-epilepsy-short stature syndrome	HP_0000164,HP_0000303,HP_0000689,HP_0001156,HP_0001249,HP_0001250,HP_0001385,HP_0002353,HP_0002650,HP_0002652,HP_0002808,HP_0002866,HP_0003212,HP_0004322,HP_0009882
ORPHA_1856	Spondyloperipheral dysplasia-short ulna syndrome	HP_0000175,HP_0000365,HP_0000545,HP_0001384,HP_0003022,HP_0003071,HP_0003498,HP_0005106,HP_0005863,HP_0008788,HP_0010582,HP_0045060,HP_0000518,HP_0000541,HP_0000926,HP_0001377,HP_0001385,HP_0001883,HP_0003300,HP_0003365,HP_0008812,HP_0010055,HP_0010743
ORPHA_1855	Spondyloenchondrodysplasia	HP_0000926,HP_0003493,HP_0100255,HP_0001257,HP_0002960,HP_0004322,HP_0012622,HP_0020151,HP_0410263,HP_0000093,HP_0000684,HP_0000689,HP_0000707,HP_0000790,HP_0000822,HP_0000946,HP_0001249,HP_0001263,HP_0001270,HP_0001369,HP_0001890,HP_0001973,HP_0002072,HP_0002119,HP_0002315,HP_0002514,HP_0002518,HP_0002633,HP_0002719,HP_0002725,HP_0002979,HP_0003326,HP_0003521,HP_0005681,HP_0009826,HP_0009882,HP_0012115,HP_0012514,HP_0030038,HP_0030047,HP_0030880,HP_0032252,HP_0000768,HP_0000821,HP_0000824,HP_0000988,HP_0001045,HP_0001250,HP_0001876,HP_0002090,HP_0002808,HP_0011800
ORPHA_54595	Craniopharyngioma	HP_0012286,HP_0002514,HP_0010576,HP_0011750,HP_0012505,HP_0040075,HP_0000135,HP_0000863,HP_0000870,HP_0001085,HP_0001262,HP_0001513,HP_0002017,HP_0002315,HP_0002360,HP_0000044,HP_0007924,HP_0007987,HP_0008245,HP_0011734,HP_0030521,HP_0030588,HP_0000238,HP_0000365,HP_0000648,HP_0000823,HP_0001510,HP_0002516,HP_0002591,HP_0002637,HP_0002659,HP_0003508,HP_0005978,HP_0010535,HP_0000708,HP_0001117,HP_0001249,HP_0001250,HP_0001259,HP_0001263,HP_0001658,HP_0002321,HP_0002719,HP_0008897,HP_0010939,HP_0430000
ORPHA_404473	Severe intellectual disability-progressive spastic diplegia syndrome	HP_0000252,HP_0001249,HP_0001257,HP_0001270,HP_0001999,HP_0002465,HP_0008936,HP_0000478,HP_0000708,HP_0002376,HP_0011451,HP_0000219,HP_0000319,HP_0000343,HP_0000430,HP_0000455,HP_0000486,HP_0000540,HP_0000545,HP_0000718,HP_0000729,HP_0002079,HP_0002119,HP_0002144,HP_0002188,HP_0002360,HP_0003396,HP_0009765,HP_0025160,HP_0100716,HP_0000365,HP_0001250
ORPHA_157954	ANE syndrome	HP_0000044,HP_0000252,HP_0000668,HP_0000670,HP_0000771,HP_0000823,HP_0000824,HP_0000953,HP_0001249,HP_0001596,HP_0002333,HP_0002750,HP_0002751,HP_0002828,HP_0004322,HP_0006480,HP_0007373,HP_0007481,HP_0009487,HP_0010627,HP_0011735,HP_0030353,HP_0031074,HP_0040171,HP_0100578,HP_0003700,HP_0008202,HP_0008245
ORPHA_391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	HP_0000009,HP_0001510,HP_0002242,HP_0002728,HP_0002750,HP_0002788,HP_0004322,HP_0000818,HP_0000823,HP_0000832,HP_0000938,HP_0000964,HP_0001433,HP_0001888,HP_0001890,HP_0001920,HP_0002014,HP_0002110,HP_0002719,HP_0002721,HP_0002958,HP_0004387,HP_0004944,HP_0005353,HP_0010976,HP_0011123,HP_0011473,HP_0012163,HP_0040160,HP_0100646,HP_0100651,HP_0100817,HP_0001635,HP_0001655,HP_0001873,HP_0001904,HP_0001973,HP_0002092,HP_0002383,HP_0002724,HP_0003613,HP_0004966,HP_0011459,HP_0012115,HP_0012182,HP_0030355
ORPHA_449395	IgG4-related kidney disease	HP_0001970,HP_0003237,HP_0032300,HP_0000083,HP_0000093,HP_0000790,HP_0001919,HP_0002923,HP_0003259,HP_0003493,HP_0004431,HP_0005421,HP_0012622,HP_0032298,HP_0032616,HP_0045042,HP_0000024,HP_0000105,HP_0000620,HP_0001082,HP_0001287,HP_0001410,HP_0001679,HP_0001701,HP_0001733,HP_0001824,HP_0001880,HP_0002027,HP_0002088,HP_0002102,HP_0002716,HP_0002840,HP_0003212,HP_0005200,HP_0006000,HP_0006515,HP_0011109,HP_0011123,HP_0011747,HP_0012089,HP_0012378,HP_0012578,HP_0012592,HP_0012593,HP_0025633,HP_0030991,HP_0031032,HP_0031093,HP_0031281,HP_0031549,HP_0045026,HP_0100016,HP_0100577,HP_0100646,HP_0500006,HP_0000126,HP_0010741,HP_0011227
ORPHA_1839	Hereditary mucoepithelial dysplasia	HP_0000008,HP_0000014,HP_0000119,HP_0000212,HP_0000221,HP_0000518,HP_0000613,HP_0000639,HP_0000790,HP_0000962,HP_0001131,HP_0001596,HP_0002205,HP_0002206,HP_0002213,HP_0002575,HP_0008070,HP_0012732
ORPHA_217266	BNAR syndrome	HP_0011803,HP_0000200,HP_0001545,HP_0002025,HP_0010322,HP_0000104,HP_0012252
ORPHA_1848	Renal agenesis, bilateral	HP_0000008,HP_0000104,HP_0000175,HP_0000286,HP_0000316,HP_0000369,HP_0000457,HP_0001562,HP_0001563,HP_0001958,HP_0002089,HP_0002242,HP_0030680,HP_0002575,HP_0005107,HP_0010497,HP_0100335,HP_0100589
ORPHA_140286	Secondary hypoparathyroidism due to impaired parathormon secretion	HP_0000828,HP_0000867,HP_0004363
ORPHA_217260	Progressive multifocal leukoencephalopathy	HP_0000707,HP_0002721,HP_0002921,HP_0004302,HP_0007305,HP_0031392,HP_0100706,HP_0100707,HP_0000505,HP_0001260,HP_0001268,HP_0002066,HP_0002167,HP_0002315,HP_0003474,HP_0003690,HP_0004374,HP_0005415,HP_0010549,HP_0100543,HP_0000639,HP_0000751,HP_0001123,HP_0001250,HP_0001300,HP_0002321,HP_0002381,HP_0004377,HP_0012246,HP_0025479,HP_0030516,HP_0000651,HP_0001287,HP_0001310,HP_0003401
ORPHA_1842	Bone dysplasia, lethal Holmgren type	HP_0000348,HP_0000364,HP_0000457,HP_0000463,HP_0000470,HP_0000773,HP_0000774,HP_0000940,HP_0001155,HP_0001172,HP_0001252,HP_0001373,HP_0001508,HP_0001591,HP_0001631,HP_0001639,HP_0001643,HP_0001824,HP_0001883,HP_0001903,HP_0002007,HP_0002014,HP_0002017,HP_0002093,HP_0002205,HP_0002240,HP_0030680,HP_0002652,HP_0002823,HP_0002983,HP_0005692,HP_0005930,HP_0005989,HP_0008890,HP_0008905,HP_0009811,HP_0012368,HP_0100255,HP_0100790
ORPHA_231580	Primary unilateral adrenal hyperplasia	HP_0000822,HP_0003351,HP_0011740,HP_0002900,HP_0003081,HP_0008221,HP_0200114,HP_0000360,HP_0000421,HP_0001324,HP_0001959,HP_0001962,HP_0002018,HP_0002315,HP_0003394
ORPHA_157946	Huntington disease-like 3	HP_0000020,HP_0000708,HP_0001250,HP_0001257,HP_0001332,HP_0001371,HP_0002071,HP_0002072,HP_0002120,HP_0002136,HP_0002167,HP_0002300,HP_0002340,HP_0002361,HP_0002457,HP_0002607,HP_0005327,HP_0007076,HP_0007240,HP_0007256,HP_0007308,HP_0100543
ORPHA_69663	Low phospholipid-associated cholelithiasis	HP_0001406,HP_0011848,HP_0001081,HP_0002910,HP_0025502,HP_0030948,HP_0000822,HP_0001082,HP_0001402,HP_0001513,HP_0001733,HP_0002896,HP_0003124,HP_0005230,HP_0030151,HP_0000819,HP_0002613,HP_0030991,HP_0100523
ORPHA_157941	Huntington disease-like 1	HP_0002072,HP_0000708,HP_0000716,HP_0000726,HP_0000746,HP_0001260,HP_0001288,HP_0002066,HP_0002119,HP_0004305,HP_0100543,HP_0000298,HP_0000496,HP_0000514,HP_0000570,HP_0000617,HP_0000639,HP_0000711,HP_0000750,HP_0001250,HP_0001272,HP_0001290,HP_0001310,HP_0001350,HP_0001824,HP_0002067,HP_0002120,HP_0002134,HP_0002171,HP_0002311,HP_0002312,HP_0002353,HP_0002354,HP_0002359,HP_0002375,HP_0002457,HP_0002533,HP_0003043,HP_0006801,HP_0006961,HP_0007010,HP_0008003,HP_0011446,HP_0040201
ORPHA_543470	Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome	HP_0000648,HP_0000750,HP_0001263,HP_0001508,HP_0002194,HP_0010862,HP_0000505,HP_0001251,HP_0001252,HP_0001257,HP_0002376,HP_0002465,HP_0012087,HP_0000062,HP_0000252,HP_0000518,HP_0000603,HP_0000618,HP_0000639,HP_0001250,HP_0001272,HP_0001273,HP_0001276,HP_0001320,HP_0001622,HP_0002066,HP_0002079,HP_0002134,HP_0002353,HP_0002506,HP_0007333,HP_0008665,HP_0008936,HP_0012430,HP_0012448,HP_0012697,HP_0012794,HP_0100022,HP_0100602
ORPHA_69665	Intrahepatic cholestasis of pregnancy	HP_0000989,HP_0012202,HP_0002910,HP_0025031,HP_0100785,HP_0000716,HP_0002643,HP_0002904,HP_0003155,HP_0012420,HP_0012689,HP_0030782,HP_0030900,HP_0031248,HP_0100602,HP_0000821,HP_0000952,HP_0001082,HP_0001337,HP_0001518,HP_0001541,HP_0001622,HP_0001732,HP_0002027,HP_0012164
ORPHA_1830	Schimke immuno-osseous dysplasia	HP_0000093,HP_0000097,HP_0000112,HP_0001511,HP_0003368,HP_0004322,HP_0031409,HP_0000455,HP_0000691,HP_0000707,HP_0000822,HP_0000926,HP_0001003,HP_0001034,HP_0001250,HP_0001263,HP_0001297,HP_0001510,HP_0001622,HP_0001875,HP_0001888,HP_0001903,HP_0001999,HP_0002315,HP_0002621,HP_0002637,HP_0002655,HP_0002719,HP_0002926,HP_0002938,HP_0003077,HP_0003182,HP_0003270,HP_0003300,HP_0003521,HP_0005352,HP_0005435,HP_0008784,HP_0008839,HP_0012593,HP_0410373,HP_0410377,HP_0000470,HP_0000668,HP_0001260,HP_0001269,HP_0001324,HP_0001508,HP_0001518,HP_0001635,HP_0001873,HP_0002092,HP_0002133,HP_0002140,HP_0002301,HP_0002326,HP_0002381,HP_0002907,HP_0003774,HP_0004931,HP_0005280,HP_0006344,HP_0006813,HP_0007957,HP_0012579,HP_0001298,HP_0001733,HP_0002242,HP_0002376,HP_0002960,HP_0005523,HP_0005528,HP_0012539
ORPHA_217253	NMDA receptor encephalitis	HP_0000708,HP_0000736,HP_0001250,HP_0001289,HP_0002354,HP_0012229,HP_0032264,HP_0032266,HP_0000738,HP_0000739,HP_0000746,HP_0001945,HP_0002013,HP_0002014,HP_0002315,HP_0004305,HP_0011289,HP_0012226,HP_0012332,HP_0100660,HP_0100754,HP_0100785,HP_0000709,HP_0000713,HP_0000716,HP_0000733,HP_0001266,HP_0001278,HP_0001332,HP_0001336,HP_0002063,HP_0002072,HP_0002133,HP_0002179,HP_0002197,HP_0002300,HP_0002310,HP_0002371,HP_0002463,HP_0003781,HP_0007359,HP_0008763,HP_0010553,HP_0012173,HP_0012333,HP_0030214,HP_0031258,HP_0003006,HP_0012189,HP_0100013,HP_0100521,HP_0100526,HP_0100616
ORPHA_168624	Familial scaphocephaly syndrome, McGillivray type	HP_0000218,HP_0000243,HP_0000256,HP_0000268,HP_0000303,HP_0000316,HP_0000348,HP_0000582,HP_0001256,HP_0001770,HP_0002119,HP_0010059,HP_0010807,HP_0011800
ORPHA_1837	Ulna metaphyseal dysplasia syndrome	HP_0000164,HP_0000457,HP_0000691,HP_0000787,HP_0000944,HP_0005916,HP_0001608,HP_0002750,HP_0002991,HP_0040071,HP_0003272,HP_0003312,HP_0004322,HP_0006482,HP_0006501
ORPHA_168621	Dysplasia of head of femur, Meyer type	HP_0002750,HP_0008829,HP_0008835,HP_0001974,HP_0002515,HP_0003565,HP_0008800,HP_0012514,HP_0031955,HP_0001374,HP_0001945,HP_0008812,HP_0030812
ORPHA_1836	Mesomelic dysplasia, Kantaputra type	HP_0000772,HP_0001883,HP_0002967,HP_0002991,HP_0003027,HP_0003028,HP_0003063,HP_0003422,HP_0004209,HP_0004322,HP_0005009,HP_0005048,HP_0008368,HP_0009465,HP_0100490
ORPHA_404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	HP_0000750,HP_0001260,HP_0001265,HP_0002066,HP_0002070,HP_0002194,HP_0001152,HP_0001249,HP_0001250,HP_0000639,HP_0002172
ORPHA_1834	Axial mesodermal dysplasia spectrum	HP_0000008,HP_0000069,HP_0000078,HP_0000079,HP_0000107,HP_0000126,HP_0000212,HP_0000238,HP_0000316,HP_0000324,HP_0000347,HP_0000384,HP_0000470,HP_0000707,HP_0000772,HP_0000776,HP_0000921,HP_0000924,HP_0001140,HP_0001392,HP_0001539,HP_0001562,HP_0001622,HP_0001743,HP_0002019,HP_0002020,HP_0002023,HP_0002120,HP_0002242,HP_0002575,HP_0002644,HP_0002650,HP_0002815,HP_0003312,HP_0003422,HP_0004322,HP_0006703,HP_0008551,HP_0008678,HP_0012718,HP_0012732,HP_0100542
ORPHA_466722	Autosomal recessive spastic paraplegia type 77	HP_0007020,HP_0002061,HP_0010549,HP_0002395,HP_0012407,HP_0003487,HP_0007210,HP_0002505,HP_0003800,HP_0001263,HP_0000278,HP_0000675,HP_0000486,HP_0000508,HP_0008936,HP_0002080,HP_0001260,HP_0002421,HP_0001250,HP_0001344,HP_0005216,HP_0002068,HP_0002882,HP_0002751,HP_0008872,HP_0000020,HP_0002067,HP_0001332,HP_0008110,HP_0001385,HP_0001336,HP_0008689,HP_0000011,HP_0025488,HP_0002376,HP_0100785,HP_0002268
ORPHA_404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	HP_0001249,HP_0001250,HP_0001999,HP_0001251,HP_0000248,HP_0001290
ORPHA_1832	Lethal osteosclerotic bone dysplasia	HP_0000239,HP_0000252,HP_0000270,HP_0000278,HP_0000347,HP_0000358,HP_0000369,HP_0000457,HP_0000463,HP_0000470,HP_0008501,HP_0000169,HP_0000212,HP_0000520,HP_0001511,HP_0002094,HP_0002098,HP_0002878,HP_0003196,HP_0009939
ORPHA_1818	Ectodermal dysplasia, trichoodontoonychial type	HP_0000366,HP_0000499,HP_0000668,HP_0000995,HP_0008070,HP_0002231,HP_0006482,HP_0006709,HP_0007521,HP_0008388,HP_0100578,HP_0100840
ORPHA_157973	Congenital muscular dystrophy due to LMNA mutation	HP_0000774,HP_0001252,HP_0001263,HP_0001288,HP_0001371,HP_0001376,HP_0001522,HP_0001558,HP_0001635,HP_0001883,HP_0002093,HP_0002421,HP_0003198,HP_0003202,HP_0003306,HP_0003307,HP_0003327,HP_0003457,HP_0004326,HP_0005692,HP_0011675,HP_0011968
ORPHA_1827	Acromelic frontonasal dysplasia	HP_0000239,HP_0000248,HP_0000316,HP_0000455,HP_0000456,HP_0000506,HP_0001249,HP_0001263,HP_0001274,HP_0001762,HP_0001841,HP_0002056,HP_0002084,HP_0002435,HP_0006866,HP_0008388,HP_0009099,HP_0009928,HP_0011803,HP_0000161,HP_0002119,HP_0002190,HP_0040326,HP_0000028,HP_0000154,HP_0000508,HP_0000545,HP_0001250,HP_0002690,HP_0002781,HP_0003065,HP_0005772,HP_0006951,HP_0010627,HP_0040075,HP_0000501,HP_0025247
ORPHA_1826	Frontometaphyseal dysplasia	HP_0000316,HP_0000336,HP_0000347,HP_0000365,HP_0000431,HP_0000494,HP_0001999,HP_0002650,HP_0002652,HP_0009473,HP_0009803,HP_0011304,HP_0100807,HP_0000126,HP_0000280,HP_0000293,HP_0000405,HP_0000407,HP_0000941,HP_0001220,HP_0001239,HP_0001607,HP_0001627,HP_0002694,HP_0002949,HP_0002987,HP_0002996,HP_0003016,HP_0003083,HP_0006000,HP_0006070,HP_0006248,HP_0008081,HP_0008661,HP_0009487,HP_0009650,HP_0009882,HP_0010049,HP_0010501,HP_0010505,HP_0010562,HP_0010743,HP_0100490,HP_0000175,HP_0000193,HP_0000410,HP_0000481,HP_0000483,HP_0000646,HP_0000677,HP_0000912,HP_0000954,HP_0001249,HP_0001363,HP_0001510,HP_0001761,HP_0002308,HP_0003298,HP_0006006,HP_0006383,HP_0008952,HP_0009004
ORPHA_1825	Epiphyseal dysplasia-hearing loss-dysmorphism syndrome	HP_0000154,HP_0000286,HP_0000316,HP_0000324,HP_0000343,HP_0000407,HP_0000431,HP_0000463,HP_0000508,HP_0000708,HP_0000823,HP_0001053,HP_0001172,HP_0001249,HP_0001250,HP_0002002,HP_0002650,HP_0002750,HP_0003019,HP_0004322,HP_0005280,HP_0006101,HP_0007477,HP_0009623,HP_0100542
ORPHA_1824	Lowry-Wood syndrome	HP_0000252,HP_0000483,HP_0000505,HP_0000639,HP_0000926,HP_0001156,HP_0001249,HP_0001387,HP_0002656,HP_0002750,HP_0002812,HP_0002829,HP_0002999,HP_0003042,HP_0003083,HP_0004322,HP_0005930,HP_0007370,HP_0007703,HP_0010582,HP_0100643
ORPHA_1822	Dysplasia epiphysealis hemimelica	HP_0001387,HP_0001763,HP_0002653,HP_0002757,HP_0002758,HP_0002823,HP_0002857,HP_0002970,HP_0003367,HP_0005616,HP_0005930,HP_0008368,HP_0008812,HP_0010582,HP_0100555,HP_0100777
ORPHA_53296	Familial cutaneous collagenoma	HP_0001000,HP_0001631,HP_0001635,HP_0001638,HP_0001681,HP_0200034,HP_0200036
ORPHA_1809	Hidrotic ectodermal dysplasia, Halal type	HP_0000078,HP_0000278,HP_0000365,HP_0000411,HP_0000561,HP_0000858,HP_0001231,HP_0001249,HP_0002164,HP_0002209,HP_0002223,HP_0002231,HP_0002552,HP_0002558,HP_0007477,HP_0007502,HP_0007565,HP_0008388
ORPHA_391474	Frontorhiny	HP_0000175,HP_0000286,HP_0000316,HP_0000327,HP_0000349,HP_0000368,HP_0000384,HP_0000486,HP_0000508,HP_0000518,HP_0000568,HP_0000612,HP_0001156,HP_0002084,HP_0002650,HP_0002738,HP_0002938,HP_0004112,HP_0004423,HP_0006931,HP_0007370,HP_0008591,HP_0010297,HP_0011817,HP_0025247,HP_0040019,HP_0100490,HP_0000873,HP_0040075
ORPHA_1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type	HP_0000653,HP_0001595,HP_0001597,HP_0002209,HP_0002215,HP_0002223,HP_0002225,HP_0008401,HP_0008404,HP_0011675
ORPHA_157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome	HP_0000494,HP_0000520,HP_0000592,HP_0000926,HP_0000938,HP_0000944,HP_0000963,HP_0000974,HP_0000978,HP_0001182,HP_0001371,HP_0001508,HP_0002652,HP_0003071,HP_0003370,HP_0003393,HP_0006429,HP_0008848,HP_0010489,HP_0100864
ORPHA_1807	Focal facial dermal dysplasia type III	HP_0000286,HP_0000322,HP_0000431,HP_0000457,HP_0000486,HP_0000494,HP_0000632,HP_0001053,HP_0001582,HP_0002023,HP_0002553,HP_0002714,HP_0005338,HP_0007495,HP_0007565,HP_0007776,HP_0008065,HP_0008070,HP_0009743,HP_0010720,HP_0010751,HP_0010935,HP_0100781
ORPHA_1806	Ectodermal dysplasia-blindness syndrome	HP_0000164,HP_0000365,HP_0000411,HP_0000446,HP_0000478,HP_0000482,HP_0000504,HP_0000518,HP_0000568,HP_0000618,HP_0000647,HP_0000962,HP_0000966,HP_0001000,HP_0008070,HP_0001097,HP_0001131,HP_0001231,HP_0001249,HP_0001999,HP_0002167,HP_0002205,HP_0002213,HP_0004322,HP_0200042
ORPHA_77261	Gaucher disease type 3	HP_0000093,HP_0000486,HP_0000602,HP_0000726,HP_0000790,HP_0000823,HP_0001251,HP_0001288,HP_0001298,HP_0001510,HP_0001637,HP_0001654,HP_0001698,HP_0001744,HP_0001789,HP_0001873,HP_0001876,HP_0001903,HP_0002092,HP_0002123,HP_0002205,HP_0002240,HP_0002653,HP_0002659,HP_0002750,HP_0002797,HP_0004380,HP_0004382,HP_0006530,HP_0010702,HP_0010885,HP_0011001,HP_0012378
ORPHA_77260	Gaucher disease type 2	HP_0000486,HP_0000602,HP_0001257,HP_0001298,HP_0001332,HP_0001371,HP_0001695,HP_0001744,HP_0002015,HP_0002098,HP_0002123,HP_0002205,HP_0002240,HP_0002793,HP_0012735
ORPHA_65282	Carvajal syndrome	HP_0001635,HP_0001644,HP_0002224,HP_0005588
ORPHA_231568	Autosomal dominant generalized dystrophic epidermolysis bullosa	HP_0000987,HP_0008066,HP_0001030,HP_0001056,HP_0001810,HP_0008404,HP_0031045,HP_0001075,HP_0001802,HP_0001817,HP_0008390,HP_0008391,HP_0031446,HP_0200041,HP_0200097
ORPHA_65285	Lhermitte-Duclos disease	HP_0000158,HP_0000238,HP_0000256,HP_0001161,HP_0001250,HP_0001251,HP_0002017,HP_0002126,HP_0002315,HP_0002516,HP_0006824,HP_0012081,HP_0200034,HP_0010619,HP_0012844,HP_0100031,HP_0100615,HP_0200016
ORPHA_65286	3q29 microdeletion syndrome	HP_0000047,HP_0000085,HP_0000164,HP_0000202,HP_0000218,HP_0000232,HP_0000252,HP_0000256,HP_0000275,HP_0000276,HP_0000322,HP_0000324,HP_0000369,HP_0000400,HP_0000426,HP_0000494,HP_0000518,HP_0000568,HP_0000678,HP_0000709,HP_0000716,HP_0000717,HP_0000718,HP_0000739,HP_0000750,HP_0000767,HP_0000768,HP_0001000,HP_0001182,HP_0001249,HP_0001263,HP_0001288,HP_0001508,HP_0001611,HP_0001643,HP_0001682,HP_0002020,HP_0002092,HP_0003196,HP_0004209,HP_0005692,HP_0007018,HP_0007302,HP_0008416
ORPHA_65288	Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome	HP_0000325,HP_0000331,HP_0000369,HP_0000609,HP_0000857,HP_0001321,HP_0100800
ORPHA_91547	Relapsing fever	HP_0001873,HP_0001945,HP_0003573,HP_0011227,HP_0000952,HP_0001903,HP_0001974,HP_0002315,HP_0002910,HP_0003326,HP_0025435,HP_0000079,HP_0001649,HP_0001882,HP_0001892,HP_0001919,HP_0002013,HP_0002027,HP_0002615,HP_0002829,HP_0003259,HP_0012378,HP_0012735,HP_0025143,HP_0031179,HP_0000421,HP_0000790,HP_0002014,HP_0002105,HP_0008151,HP_0011897,HP_0011899
ORPHA_91546	Lyme disease	HP_0000554,HP_0000613,HP_0000708,HP_0001287,HP_0001324,HP_0001369,HP_0001386,HP_0001678,HP_0001945,HP_0002017,HP_0002315,HP_0002354,HP_0002383,HP_0002829,HP_0003326,HP_0003401,HP_0004334,HP_0006824,HP_0009830,HP_0011675,HP_0012378,HP_0100576,HP_0100785,HP_0200036
ORPHA_1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	HP_0000047,HP_0000144,HP_0000457,HP_0000534,HP_0000668,HP_0000684,HP_0000787,HP_0000823,HP_0000982,HP_0001249,HP_0002230,HP_0004322,HP_0007400,HP_0007513,HP_0008736,HP_0009721
ORPHA_1812	Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome	HP_0000023,HP_0000028,HP_0000175,HP_0000238,HP_0000256,HP_0000278,HP_0000286,HP_0000316,HP_0000369,HP_0000490,HP_0000492,HP_0000494,HP_0000682,HP_0000691,HP_0000767,HP_0000821,HP_0000958,HP_0000963,HP_0000966,HP_0001252,HP_0001274,HP_0001288,HP_0001561,HP_0001852,HP_0002007,HP_0002119,HP_0002213,HP_0002558,HP_0002991,HP_0003196,HP_0005280,HP_0007360,HP_0008736,HP_0008872,HP_0010624,HP_0010669,HP_0010864,HP_0010978,HP_0100840
ORPHA_1811	Odontomicronychial dysplasia	HP_0000164,HP_0001597,HP_0001799,HP_0001816,HP_0006323,HP_0006337,HP_0008383
